Borough,Park or Playground,Week Start Date,Week End date,Sunday's Attendance,Monday's Attendance,Tuesday's Attendance,Wednesday's Attendance,Thursday's Attendance,Friday's Attendance,Saturday's Attendance,Total Attendance
Manhattan,Union Square,09/15/2019,09/21/2019,0,0,160,200,160,135,0,655
Manhattan,Jackie Robinson Playground - CPI,09/15/2019,09/21/2019,0,0,8,11,0,0,13,32
Brooklyn,Brower Park,09/16/2019,09/21/2019,0,0,72,64,60,0,0,196
Manhattan,St. Vartan,06/06/2021,06/12/2021,0,0,0,178,198,132,0,508
Brooklyn,Dreier Offerman - CPI,09/16/2019,09/21/2019,0,0,26,33,28,27,0,114
Brooklyn,Dyker Beach Park - CPI,09/16/2019,09/21/2019,0,0,85,110,85,0,0,280
Manhattan,Carmansville Playground - CPI,09/15/2019,09/21/2019,0,0,218,223,240,0,140,821
Manhattan,Poor Richard's Playground - CPI,09/15/2019,09/21/2019,0,0,164,183,178,152,0,677
Manhattan,"Martin Luther King, Jr. Playground - CPI",09/15/2019,09/21/2019,0,0,370,0,350,0,0,720
Manhattan,Happy Warrior Playground,09/15/2019,09/21/2019,0,0,120,140,80,120,80,540
Brooklyn,John J Carty Park - CPI,06/18/2017,06/23/2017,45,59,0,0,68,70,60,302
Bronx,Flynn Playground - CPI,09/15/2019,09/21/2019,0,0,50,75,60,0,125,310
Manhattan,Imagination Playground,09/15/2019,09/21/2019,0,0,125,107,122,92,86,532
Brooklyn,Stroud Playground,09/16/2019,09/21/2019,0,50,65,80,65,65,0,325
Manhattan,John Jay Park,09/15/2019,09/21/2019,0,0,375,0,384,350,342,1451
Manhattan,Thomas Jefferson Park,09/15/2019,09/21/2019,0,0,150,120,150,250,350,1020
Brooklyn,Sternberg Park - CPI,09/16/2019,09/21/2019,0,0,40,35,50,50,0,175
Bronx,Hunts Point Playground,09/15/2019,09/21/2019,0,0,100,122,150,165,0,537
Bronx,Horseshoe Playground - CPI,09/15/2019,09/21/2019,0,0,40,30,50,30,60,210
Manhattan,Sol Lain Playground - CPI,09/15/2019,09/21/2019,0,0,66,72,60,81,55,334
Queens,Beach 30th Playground - CPI,09/15/2019,09/21/2019,0,0,0,0,0,0,0,0
Bronx,Tiffany Playground,06/25/2017,07/01/2017,0,0,30,25,27,50,50,182
Bronx,Bathgate playground -CPI,09/22/2019,09/28/2019,0,0,55,66,43,65,77,306
Bronx,Rev. James Polite Playground - CPI,09/22/2019,09/28/2019,0,0,0,0,0,0,50,50
Bronx,Claremont Park,09/22/2019,09/28/2019,0,0,50,45,40,50,70,255
Bronx,Clark Playground - CPI,09/22/2019,09/28/2019,0,0,100,150,60,180,170,660
Bronx,PFC Lozada Playground - CPI,09/22/2019,09/28/2019,0,0,130,200,175,180,240,925
Bronx,Hunts Point Playground,09/22/2019,09/28/2019,0,0,120,132,151,101,92,596
Bronx,Dawson Playground - CPI,09/22/2019,09/28/2019,0,0,23,0,18,20,97,158
Bronx,Flynn Playground - CPI,09/22/2019,09/28/2019,0,0,95,90,95,100,0,380
Bronx,Slattery Playground - CPI,09/22/2019,09/28/2019,0,0,85,105,120,130,110,550
Bronx,Playground 52 -CPI,09/22/2019,09/28/2019,0,0,110,115,50,0,0,275
Brooklyn,Garibaldi Playground - CPI,06/18/2017,06/23/2017,0,0,87,80,94,98,102,461
Bronx,Willis Playground - CPI,09/22/2019,09/28/2019,0,0,45,50,55,0,0,150
Bronx,Horseshoe Playground - CPI,09/22/2019,09/28/2019,0,0,35,45,68,80,0,228
Queens,Bowne Park,09/22/2019,09/28/2019,109,25,0,0,4,29,117,284
Queens,Beach 30th Playground - CPI,09/22/2019,09/28/2019,0,0,10,14,8,5,22,59
Queens,Athens Square Park - CPI,09/22/2019,09/28/2019,0,0,118,111,120,150,95,594
Manhattan,Happy Warrior Playground,09/22/2019,09/28/2019,0,0,65,30,45,35,100,275
Queens,Astoria Heights Playground,09/22/2019,09/28/2019,0,0,74,82,54,96,112,418
Manhattan,Seward Park - CPI,09/22/2019,09/28/2019,0,0,140,75,125,175,195,710
Manhattan,Columbus Park - CPI,09/22/2019,09/28/2019,0,0,28,24,64,81,101,298
Manhattan,Columbus Park - CPI,09/15/2019,09/21/2019,0,0,15,14,22,28,72,151
Bronx,St Mary's East Playground,06/25/2017,07/01/2017,0,0,40,45,30,40,40,195
Brooklyn,Vincent Abate Playground - CPI,09/09/2019,09/14/2019,0,36,21,41,25,38,0,161
Brooklyn,Vincent Abate Playground - CPI,09/16/2019,09/21/2019,0,41,38,33,34,36,0,182
Brooklyn,Vincent Abate Playground - CPI,09/23/2019,09/28/2019,0,35,41,52,42,38,0,208
Manhattan,Thomas Jefferson Park,09/22/2019,09/28/2019,0,0,100,150,120,300,400,1070
Manhattan,Carmansville Playground - CPI,09/22/2019,09/28/2019,0,0,230,193,213,250,185,1071
Manhattan,Jackie Robinson Playground - CPI,09/22/2019,09/28/2019,0,0,0,8,6,15,13,42
Bronx,Dawson Playground - CPI,09/29/2019,10/05/2019,0,0,22,33,0,4,15,74
Bronx,Horseshoe Playground - CPI,09/29/2019,10/05/2019,0,0,15,25,0,20,30,90
Bronx,Playground 52 -CPI,09/29/2019,10/05/2019,0,0,90,110,0,95,100,395
Bronx,Willis Playground - CPI,09/29/2019,10/05/2019,0,0,0,0,0,0,0,0
Bronx,Claremont Park,06/25/2017,07/01/2017,0,0,37,46,48,52,46,229
Bronx,Rev. James Polite Playground - CPI,09/29/2019,10/05/2019,0,0,0,0,0,35,45,80
Bronx,Clark Playground - CPI,09/29/2019,10/05/2019,0,0,80,90,0,60,80,310
Bronx,Flynn Playground - CPI,09/29/2019,10/05/2019,0,0,90,65,0,30,90,275
Bronx,Hunts Point Playground,09/29/2019,10/05/2019,0,0,103,123,0,128,89,443
Bronx,Claremont Park,09/29/2019,10/05/2019,0,0,40,40,0,55,0,135
Bronx,Slattery Playground - CPI,09/29/2019,10/05/2019,0,0,110,130,0,70,0,310
Bronx,PFC Lozada Playground - CPI,09/29/2019,10/05/2019,0,0,117,189,0,0,240,546
Queens,Astoria Heights Playground,09/29/2019,10/05/2019,0,0,48,0,0,94,0,142
Bronx,Bathgate playground -CPI,09/29/2019,10/05/2019,0,0,56,55,0,27,0,138
Queens,Athens Square Park - CPI,09/29/2019,10/05/2019,0,0,80,0,0,92,0,172
Bronx,Barreto Playground - CPI,06/25/2017,07/01/2017,0,0,12,18,30,32,44,136
Manhattan,Tompkins Square Park - CPI,09/22/2019,09/28/2019,0,0,171,120,118,197,173,779
Manhattan,Union Square,09/22/2019,09/28/2019,0,0,160,120,160,160,0,600
Queens,Beach 30th Playground - CPI,09/29/2019,10/05/2019,0,0,13,9,0,5,0,27
Manhattan,Imagination Playground,09/22/2019,09/28/2019,0,0,90,0,125,86,83,384
Manhattan,Sol Lain Playground - CPI,09/22/2019,09/28/2019,0,0,57,81,65,76,62,341
Manhattan,Thomas Jefferson Park,09/29/2019,10/05/2019,0,0,300,200,0,100,0,600
Manhattan,Union Square,09/22/2019,09/28/2019,0,0,185,310,0,105,0,600
Manhattan,Poor Richard's Playground - CPI,09/29/2019,10/05/2019,0,0,193,163,0,172,0,528
Manhattan,"Martin Luther King, Jr. Playground - CPI",09/22/2019,09/28/2019,0,0,320,360,380,300,0,1360
Manhattan,Happy Warrior Playground,09/29/2019,10/05/2019,0,0,120,60,45,123,0,348
Bronx,Horseshoe Playground - CPI,06/25/2017,07/01/2017,0,0,0,34,31,47,42,154
Manhattan,Columbus Park - CPI,09/29/2019,10/05/2019,0,0,6,43,0,0,0,49
Manhattan,Sol Lain Playground - CPI,09/29/2019,10/05/2019,0,0,62,81,50,72,0,265
Manhattan,Tompkins Square Park - CPI,09/29/2019,10/05/2019,0,0,196,0,163,0,0,359
Manhattan,Imagination Playground,09/29/2019,10/05/2019,0,0,92,84,0,112,0,288
Queens,Bowne Park,09/29/2019,10/05/2019,111,130,63,0,0,0,0,304
Manhattan,Sol Lain Playground - CPI,09/22/2019,09/28/2019,0,0,57,81,65,76,62,341
Queens,Colden Playground - CPI,09/29/2019,10/05/2019,0,0,0,0,0,12,63,75
Staten Island,The Big Park,09/15/2019,09/21/2019,0,0,25,32,44,40,33,174
Staten Island,De Matti Park - CPI,09/15/2019,09/21/2019,0,0,12,14,9,21,19,75
Staten Island,Arrochar Playground,09/15/2019,09/21/2019,12,15,22,0,34,44,0,127
Bronx,Martin Van Buren Playground,06/25/2017,07/01/2017,0,0,52,76,75,80,100,383
Staten Island,The Big Park,09/22/2019,09/22/2019,0,0,12,34,0,11,23,80
Staten Island,De Matti Park - CPI,09/22/2019,09/28/2019,0,0,10,14,0,23,19,66
Staten Island,The Big Park,09/29/2019,10/05/2019,0,0,19,27,13,22,12,93
Staten Island,Arrochar Playground,09/22/2019,09/28/2019,23,13,22,0,0,31,0,89
Staten Island,De Matti Park - CPI,09/29/2019,10/05/2019,0,0,11,9,13,7,19,59
Bronx,Slattery Playground - CPI,10/06/2019,10/12/2019,0,0,0,0,60,130,80,270
Bronx,Dawson Playground - CPI,10/06/2019,10/12/2019,0,0,0,0,45,15,25,85
Staten Island,Arrochar Playground,09/29/2019,10/05/2019,11,17,20,0,34,51,0,133
Queens,Colden Playground - CPI,09/29/2019,10/05/2019,87,0,0,0,0,106,0,193
Bronx,Claremont Park,10/06/2019,10/12/2019,0,0,0,0,45,40,55,140
Staten Island,Faber Park - CPI,04/25/2017,04/29/2017,0,0,74,89,67,72,69,371
Bronx,People's Park,06/25/2017,07/01/2017,0,0,25,45,41,36,35,182
Bronx,Playground 52 -CPI,10/06/2019,10/12/2019,0,0,0,0,105,80,90,275
Bronx,Horseshoe Playground - CPI,10/06/2019,10/12/2019,0,0,0,0,0,10,20,30
Bronx,Bathgate playground -CPI,10/06/2019,10/12/2019,0,0,0,0,50,139,45,234
Bronx,PFC Lozada Playground - CPI,10/06/2019,10/12/2019,0,0,0,0,150,200,250,600
Bronx,Rev. James Polite Playground - CPI,10/06/2019,10/12/2019,0,0,0,0,28,22,38,88
Bronx,Flynn Playground - CPI,10/06/2019,10/12/2019,0,0,0,0,30,25,20,75
Brooklyn,William Sheridan Playground - CPI,09/23/2019,09/28/2019,0,0,76,85,72,0,108,341
Brooklyn,William Sheridan Playground - CPI,09/30/2019,10/05/2019,0,0,44,64,26,71,82,287
Brooklyn,Dyker Beach Park - CPI,09/23/2019,09/28/2019,0,120,130,110,110,0,0,470
Brooklyn,Dyker Beach Park - CPI,09/30/2019,10/05/2019,0,80,65,90,80,65,0,380
Bronx,Dawson Playground - CPI,06/25/2017,07/01/2017,0,0,55,21,38,40,32,186
Brooklyn,William Sheridan Playground - CPI,10/07/2019,10/12/2019,0,0,52,0,61,77,0,190
Brooklyn,Dyker Beach Park - CPI,10/07/2019,10/12/2019,0,0,0,0,0,0,0,0
Brooklyn,Garibaldi Playground - CPI,09/16/2019,09/21/2019,0,30,30,45,40,50,0,195
Brooklyn,Garibaldi Playground - CPI,09/30/2019,10/05/2019,0,20,30,25,30,30,0,135
Brooklyn,Garibaldi Playground - CPI,09/23/2019,09/28/2019,0,35,40,40,35,55,0,205
Brooklyn,Hamilton Metz Field,10/07/2019,10/12/2019,0,20,25,25,30,35,0,135
